start
end
         79616896 function calls (79561187 primitive calls) in 53.050 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _sysconfigdata__darwin_darwin.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _tanhsinh.py:903(_nsum_iv)
        1    0.000    0.000    0.000    0.000 function_base.py:1(<module>)
        6    0.000    0.000    0.000    0.000 _strptime.py:226(__find_weekday_format)
        2    0.000    0.000    0.000    0.000 typing.py:1502(__or__)
        3    0.000    0.000    0.000    0.000 _new_distributions.py:110(_moment_central_formula)
        1    0.000    0.000    0.000    0.000 _dok.py:1(<module>)
        1    0.000    0.000    0.000    0.000 radau.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _special_sparse_arrays.py:1(<module>)
       92    0.000    0.000    0.000    0.000 __init__.py:255(escape)
        1    0.000    0.000    0.000    0.000 tokenize.py:453(open)
        1    0.000    0.000    0.000    0.000 _polybase.py:20(ABCPolyBase)
        1    0.000    0.000    0.000    0.000 _tanhsinh.py:1263(_direct)
        1    0.000    0.000    0.000    0.000 _multivariate.py:5760(__init__)
      262    0.000    0.000    0.000    0.000 dataclasses.py:549(_init_param)
        1    0.000    0.000    0.000    0.000 queues.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _adapters.py:19(Message)
        4    0.000    0.000    0.000    0.000 parse.py:469(urlsplit)
        1    0.000    0.000    0.000    0.000 quoprimime.py:1(<module>)
       12    0.000    0.000    0.000    0.000 base.py:1033(view)
       15    0.000    0.000    0.000    0.000 fromnumeric.py:3287(prod)
       88    0.000    0.000    0.000    0.000 ipaddress.py:1213(_parse_octet)
        1    0.000    0.000    0.000    0.000 schema.py:55(Schema)
        1    0.000    0.000    0.000    0.000 records.py:1(<module>)
        1    0.000    0.000    0.000    0.000 frequencies.py:1(<module>)
        4    0.000    0.000    0.000    0.000 string_.py:197(__init__)
      383    0.000    0.000    0.000    0.000 dataclasses.py:683(_is_classvar)
        1    0.000    0.000    0.000    0.000 getlimits.py:1(<module>)
       18    0.000    0.000    0.000    0.000 core.py:1037(__init__)
        1    0.000    0.000    0.000    0.000 _ctypeslib.py:365(_get_scalar_type_map)
        2    0.000    0.000    0.000    0.000 __init__.py:87(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:1214(__init__)
        1    0.000    0.000    0.000    0.000 _orthogonal.py:1(<module>)
      152    0.000    0.000    0.000    0.000 _parser.py:953(fix_flags)
      171    0.000    0.000    0.000    0.000 expr.py:261(_node_not_implemented)
        4    0.000    0.000    0.000    0.000 csvs.py:233(encoded_labels)
        1    0.000    0.000    0.000    0.000 feedparser.py:182(close)
        6    0.000    0.000    0.000    0.000 message.py:498(get)
      466    0.000    0.000    0.000    0.000 _compiler.py:31(_combine_flags)
        1    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:4503(TruncatedDistribution)
        4    0.000    0.000    0.000    0.000 std.py:438(status_printer)
        2    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _adapters.py:46(__init__)
        1    0.000    0.000    0.000    0.000 repeat.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _new_distributions.py:259(_moment_raw_formula)
        2    0.000    0.000    0.000    0.000 __init__.py:347(__new__)
       14    0.000    0.000    0.000    0.000 functools.py:864(<lambda>)
        1    0.000    0.000    0.000    0.000 group.py:1(<module>)
        3    0.000    0.000    0.000    0.000 random.py:126(__init__)
        1    0.000    0.000    0.000    0.000 _parser.py:568(parser)
        1    0.000    0.000    0.000    0.000 _adapters.py:63(_repair_headers)
       24    0.000    0.000    0.000    0.000 typing.py:1481(<genexpr>)
       88    0.000    0.000    0.000    0.000 _collections.py:20(__missing__)
        4    0.000    0.000    0.000    0.000 _pep440.py:292(__init__)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2883(deprecated)
        1    0.000    0.000    0.000    0.000 _xlrd.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:1258(wrapped)
        4    0.000    0.000    0.000    0.000 numpy_.py:283(isna)
        3    0.000    0.000    0.000    0.000 numba_.py:1(<module>)
       12    0.000    0.000    0.000    0.000 datetimelike.py:170(_make_unpacked_invalid_op)
        2    0.000    0.000    0.000    0.000 parquet.py:1(<module>)
        3    0.000    0.000    0.000    0.000 threading.py:588(__init__)
      152    0.000    0.000    0.000    0.000 __init__.py:28(decorator)
      216    0.000    0.000    0.000    0.000 typing.py:1320(<genexpr>)
        1    0.000    0.000    0.000    0.000 _adapters.py:40(CompatibilityFiles)
        1    0.000    0.000    0.000    0.000 list.py:24(ListNameSpace)
       10    0.000    0.000    0.000    0.000 _text.py:79(__hash__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3986(__init__)
        2    0.000    0.000    0.000    0.000 typing.py:2975(TypedDict)
        1    0.000    0.000    0.000    0.000 _dia.py:1(<module>)
        8    0.000    0.000    0.000    0.000 blocks.py:228(make_block)
        1    0.000    0.000    0.000    0.000 generic.py:188(SeriesGroupBy)
       33    0.000    0.000    0.000    0.000 inspect.py:2150(_signature_is_builtin)
      265    0.000    0.000    0.000    0.000 typing.py:1634(__eq__)
        1    0.000    0.000    0.000    0.000 synchronize.py:121(_make_name)
       12    0.000    0.000    0.000    0.000 base.py:652(_simple_new)
        1    0.000    0.000    0.000    0.000 _multivariate.py:6876(__init__)
        4    0.000    0.000    0.000    0.000 enum.py:1413(_missing_)
        1    0.000    0.000    0.000    0.000 sql.py:1615(SQLDatabase)
        1    0.000    0.000    0.000    0.000 python_parser.py:96(PythonParser)
        2    0.000    0.000    0.000    0.000 _basic.py:2996(factorial2)
      190    0.000    0.000    0.000    0.000 expr.py:191(<genexpr>)
        1    0.000    0.000    0.000    0.000 _csc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2368(__init__)
       38    0.000    0.000    0.000    0.000 enum.py:956(_check_for_existing_members_)
      132    0.000    0.000    0.000    0.000 pathlib.py:1164(__new__)
        2    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:2327(integrand)
       21    0.000    0.000    0.000    0.000 warnings.py:168(simplefilter)
       41    0.000    0.000    0.000    0.000 typing.py:1442(__mro_entries__)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1(<module>)
        1    0.000    0.000    0.000    0.000 futures.py:1(<module>)
      357    0.000    0.000    0.000    0.000 __init__.py:429(<genexpr>)
      111    0.000    0.000    0.000    0.000 inspect.py:2538(<lambda>)
      423    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 context.py:91(SQLContext)
        2    0.000    0.000    0.000    0.000 random.py:135(seed)
        1    0.000    0.000    0.000    0.000 _histograms_impl.py:1(<module>)
       16    0.000    0.000    0.000    0.000 _arraypad_impl.py:87(_pad_simple)
        4    0.000    0.000    0.000    0.000 {built-in method fromtimestamp}
        1    0.000    0.000    0.000    0.000 classes.py:302(NumericType)
       46    0.000    0.000    0.000    0.000 getlimits.py:412(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:60(Month)
        1    0.000    0.000    0.000    0.000 string_arrow.py:1(<module>)
        1    0.000    0.000    0.000    0.000 symbolic.py:113(Precedence)
        1    0.000    0.000    0.000    0.000 _cubic.py:401(Akima1DInterpolator)
        1    0.000    0.000    0.000    0.000 _multivariate.py:5121(__init__)
        1    0.000    0.000    0.000    0.000 tempfile.py:153(__next__)
        6    0.000    0.000    0.000    0.000 tokenize.py:360(detect_encoding)
        1    0.000    0.000    0.000    0.000 core.py:2759(MaskedArray)
        1    0.000    0.000    0.000    0.000 constructor.py:1(<module>)
        2    0.000    0.000    0.000    0.000 signal.py:24(_int_to_enum)
      262    0.000    0.000    0.000    0.000 dataclasses.py:477(_field_assign)
        1    0.000    0.000    0.000    0.000 win.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _qmc.py:1286(LatinHypercube)
        2    0.000    0.000    0.000    0.000 _basic.py:1764(bernoulli)
       17    0.000    0.000    0.000    0.000 _weakrefset.py:85(add)
       52    0.000    0.000    0.000    0.000 construction.py:718(_sanitize_ndim)
        4    0.000    0.000    0.000    0.000 managers.py:1936(is_consolidated)
        4    0.000    0.000    0.000    0.000 message.py:600(get_content_type)
    24/22    0.000    0.000    0.000    0.000 ast.py:477(generic_visit)
        1    0.000    0.000    0.000    0.000 suite.py:1(<module>)
       48    0.000    0.000    0.000    0.000 config.py:779(config_prefix)
      232    0.000    0.000    0.000    0.000 _docscrape.py:713(_should_skip_member)
        1    0.000    0.000    0.000    0.000 datetime_range.py:1(<module>)
      138    0.000    0.000    0.000    0.000 __init__.py:447(_make)
        5    0.000    0.000    0.000    0.000 functools.py:803(singledispatch)
       14    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
       12    0.000    0.000    0.000    0.000 generic.py:258(__init__)
      300    0.000    0.000    0.000    0.000 typing.py:1629(_value_and_type_iter)
        1    0.000    0.000    0.000    0.000 _qmc.py:2312(MultivariateNormalQMC)
        1    0.000    0.000    0.000    0.000 pytables.py:3506(Table)
      383    0.000    0.000    0.000    0.000 dataclasses.py:691(_is_initvar)
        1    0.000    0.000    0.000    0.000 array.py:295(SparseArray)
        2    0.000    0.000    0.000    0.000 _basic.py:2841(_factorialx_wrapper)
        1    0.000    0.000    0.000    0.000 int_range.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _providers.py:310(CredentialProviderAzure)
       62    0.000    0.000    0.000    0.000 {built-in method time.strftime}
        4    0.000    0.000    0.000    0.000 common.py:570(infer_compression)
      254    0.000    0.000    0.000    0.000 utils.py:112(__format__)
        1    0.000    0.000    0.000    0.000 _qmc.py:1117(Halton)
        1    0.000    0.000    0.000    0.000 getitem.py:1(<module>)
      132    0.000    0.000    0.000    0.000 _strptime.py:31(_findall)
        3    0.000    0.000    0.000    0.000 __init__.py:331(_compile_template)
        1    0.000    0.000    0.000    0.000 abc.py:62(Traversable)
       38    0.000    0.000    0.000    0.000 enum.py:383(__init__)
       12    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:922(_set_invalid_nan)
       24    0.000    0.000    0.000    0.000 _weakrefset.py:27(__exit__)
       21    0.000    0.000    0.000    0.000 overrides.py:25(get_array_function_like_doc)
      756    0.000    0.000    0.000    0.000 glob.py:230(_ishidden)
        1    0.000    0.000    0.000    0.000 list.py:27(ExprListNameSpace)
        1    0.000    0.000    0.000    0.000 datetimes.py:116(DatetimeIndex)
        3    0.000    0.000    0.000    0.000 typing.py:376(_tp_cache)
       27    0.000    0.000    0.000    0.000 warnings.py:184(_add_filter)
        3    0.000    0.000    0.000    0.000 __init__.py:2149(getLogger)
        8    0.000    0.000    0.000    0.000 frame.py:667(_constructor_from_mgr)
       12    0.000    0.000    0.000    0.000 _asarray.py:22(require)
        3    0.000    0.000    0.000    0.000 __init__.py:221(__init__)
      202    0.000    0.000    0.000    0.000 _decorators.py:527(decorator)
        1    0.000    0.000    0.000    0.000 _probability_distribution.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:292(PurePath)
        1    0.000    0.000    0.000    0.000 umath.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _parser.py:661(_result)
      254    0.000    0.000    0.000    0.000 utils.py:108(__init__)
        4    0.000    0.000    0.000    0.000 numeric.py:624(argwhere)
       48    0.000    0.000    0.000    0.000 common.py:596(require_length_match)
        1    0.000    0.000    0.000    0.000 _multivariate.py:5647(multivariate_hypergeom_gen)
       52    0.000    0.000    0.000    0.000 <frozen abc>:146(update_abstractmethods)
        2    0.000    0.000    0.000    0.000 {function Random.seed at 0x1045f3240}
      561    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        2    0.000    0.000    0.000    0.000 _new_distributions.py:268(_moment_standardized_formula)
        1    0.000    0.000    0.000    0.000 time_range.py:1(<module>)
      150    0.000    0.000    0.000    0.000 _util.py:393(check_random_state)
      281    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        6    0.000    0.000    0.000    0.000 numeric.py:2750(extend_all)
        4    0.000    0.000    0.000    0.000 managers.py:1944(_consolidate_check)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:107(FullHessianUpdateStrategy)
       48    0.000    0.000    0.000    0.000 managers.py:223(blknos)
        3    0.000    0.000    0.000    0.000 typing.py:381(decorator)
        4    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:2466(pdf)
        1    0.000    0.000    0.000    0.000 expanding.py:1(<module>)
       12    0.000    0.000    0.000    0.000 __init__.py:728(search)
        1    0.000    0.000    0.000    0.000 _at.py:27(_AtOp)
        4    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:2397(standard_deviation)
        1    0.000    0.000    0.000    0.000 _constraints.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _bary_rational.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _weakrefset.py:110(remove)
        1    0.000    0.000    0.000    0.000 boolean.py:1(<module>)
      258    0.000    0.000    0.000    0.000 dataclasses.py:309(__init__)
        1    0.000    0.000    0.000    0.000 _warnings_errors.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:1297(__init__)
        8    0.000    0.000    0.000    0.000 common.py:240(stringify_path)
       35    0.000    0.000    0.000    0.000 ipaddress.py:1631(_make_netmask)
        2    0.000    0.000    0.000    0.000 sysconfig.py:110(_getuserbase)
        1    0.000    0.000    0.000    0.000 slice.py:1(<module>)
      2/1    0.000    0.000    0.000    0.000 threading.py:975(start)
        1    0.000    0.000    0.000    0.000 ext.py:18(ExtensionNameSpace)
